ID;Condição;Chutes;Chutes a gol;Posse de bola;Passes;Faltas;Cartões amarelos;Cartões vermelhos;Impedimentos;Escanteios
7848;Mandante;20;4;57%;406;15;1;0;1;12
7848;Visitante;6;3;43%;328;15;3;0;1;4
7850;Mandante;18;6;59%;433;18;3;0;1;7
7850;Visitante;16;6;41%;290;19;2;1;2;7
7851;Mandante;20;4;67%;610;7;2;0;2;8
7851;Visitante;12;1;33%;308;12;3;0;1;3
7852;Mandante;9;2;56%;493;14;2;0;2;7
7852;Visitante;13;5;44%;395;19;2;0;2;5
7853;Mandante;27;8;38%;313;19;2;0;0;6
7853;Visitante;12;6;62%;528;11;2;0;2;2
7856;Mandante;16;5;69%;636;12;0;0;1;8
7856;Visitante;7;4;31%;293;10;1;0;2;2
7855;Mandante;;;;;;;;;
7855;Visitante;;;;;;;;;
7858;Mandante;21;9;59%;518;16;2;0;1;5
7858;Visitante;5;0;41%;359;16;2;1;0;3
7859;Mandante;23;12;63%;480;16;1;0;1;9
7859;Visitante;13;6;37%;278;8;0;0;0;8
7854;Mandante;17;5;64%;489;16;2;1;4;3
7854;Visitante;13;3;36%;270;11;0;0;3;5
7857;Mandante;23;6;48%;354;19;1;0;0;4
7857;Visitante;12;4;52%;401;19;3;0;0;3
7863;Mandante;15;6;59%;559;18;2;0;1;2
7863;Visitante;15;8;41%;388;9;3;0;1;6
7862;Mandante;26;11;53%;380;15;0;0;4;10
7862;Visitante;7;3;47%;350;16;2;0;1;8
7865;Mandante;13;4;47%;359;19;4;1;0;8
7865;Visitante;9;3;53%;412;11;2;1;2;6
7861;Mandante;;;;;;;;;
7861;Visitante;;;;;;;;;
7864;Mandante;8;3;45%;309;17;7;1;1;3
7864;Visitante;20;6;55%;374;27;4;0;1;6
7860;Mandante;23;7;67%;483;20;1;0;3;6
7860;Visitante;7;2;33%;247;16;3;0;1;4
7866;Mandante;9;4;40%;413;8;2;0;3;6
7866;Visitante;16;3;60%;593;11;2;0;1;4
7868;Mandante;21;4;57%;612;6;2;0;0;2
7868;Visitante;5;4;43%;475;16;1;0;1;2
7867;Mandante;6;2;29%;207;16;4;1;0;1
7867;Visitante;18;3;71%;497;14;2;0;0;10
7869;Mandante;19;3;65%;646;15;3;0;0;11
7869;Visitante;9;3;35%;354;16;2;0;1;3
7871;Mandante;9;2;43%;344;19;4;0;2;5
7871;Visitante;17;11;57%;444;16;2;0;3;4
7870;Mandante;21;7;46%;323;12;2;0;3;9
7870;Visitante;7;2;54%;394;18;1;0;0;2
7877;Mandante;15;5;39%;408;16;3;0;1;4
7877;Visitante;14;5;61%;621;9;2;0;0;3
7872;Mandante;16;2;59%;426;9;1;0;1;4
7872;Visitante;17;0;41%;302;12;1;0;0;8
7873;Mandante;;;;;;;;;
7873;Visitante;;;;;;;;;
7874;Mandante;21;8;67%;526;10;1;0;3;11
7874;Visitante;9;2;33%;278;11;0;0;0;2
7876;Mandante;17;2;48%;425;10;2;0;0;5
7876;Visitante;7;2;52%;477;13;2;0;0;2
7875;Mandante;9;2;36%;283;13;4;0;0;3
7875;Visitante;15;3;64%;483;17;4;0;0;8
7878;Mandante;20;5;59%;472;17;1;1;4;5
7878;Visitante;8;6;41%;337;18;2;0;0;3
7879;Mandante;17;4;37%;295;19;4;0;1;4
7879;Visitante;17;5;63%;502;16;2;1;1;4
7880;Mandante;11;4;68%;513;23;6;0;0;5
7880;Visitante;9;6;32%;245;25;5;0;1;4
7882;Mandante;16;3;41%;320;14;0;0;0;3
7882;Visitante;15;4;59%;463;25;3;0;4;4
7881;Mandante;15;4;54%;504;15;2;0;0;1
7881;Visitante;13;5;46%;423;15;3;0;3;2
7887;Mandante;22;6;69%;559;9;1;0;3;10
7887;Visitante;9;5;31%;270;15;2;1;0;0
7884;Mandante;15;5;45%;404;17;2;0;1;2
7884;Visitante;22;5;55%;481;16;0;0;0;4
7886;Mandante;12;5;40%;325;13;2;0;0;6
7886;Visitante;15;6;60%;508;15;1;0;2;5
7885;Mandante;;;;;;;;;
7885;Visitante;;;;;;;;;
7883;Mandante;14;3;49%;411;9;0;0;2;5
7883;Visitante;13;2;51%;421;19;2;0;0;3
7888;Mandante;15;6;64%;516;10;0;0;0;4
7888;Visitante;8;2;36%;294;20;1;0;1;3
7890;Mandante;9;3;47%;360;22;2;0;3;3
7890;Visitante;21;6;53%;384;16;2;0;1;16
7889;Mandante;16;3;73%;573;14;3;0;0;17
7889;Visitante;10;4;27%;223;20;2;0;0;2
7891;Mandante;25;11;57%;456;16;2;0;4;10
7891;Visitante;9;2;43%;356;19;2;0;1;4
7898;Mandante;17;6;39%;376;14;2;0;1;4
7898;Visitante;7;3;61%;609;14;3;0;1;4
7894;Mandante;;;;;;;;;
7894;Visitante;;;;;;;;;
7897;Mandante;13;5;47%;367;14;2;0;2;4
7897;Visitante;10;3;53%;415;23;2;0;0;5
7895;Mandante;8;5;28%;239;11;4;0;2;2
7895;Visitante;25;5;72%;597;19;2;0;2;8
7893;Mandante;18;6;49%;434;12;3;0;0;13
7893;Visitante;6;2;51%;479;16;1;0;0;5
7892;Mandante;23;6;61%;539;16;4;0;0;9
7892;Visitante;6;3;39%;366;12;2;0;3;3
7896;Mandante;13;2;58%;490;11;0;1;0;4
7896;Visitante;15;2;42%;360;15;1;1;0;4
7899;Mandante;18;4;39%;372;15;2;0;1;5
7899;Visitante;19;7;61%;604;14;2;0;2;3
7905;Mandante;24;9;69%;562;22;2;0;3;11
7905;Visitante;13;7;31%;259;24;4;0;2;3
7902;Mandante;25;3;59%;396;12;2;0;0;5
7902;Visitante;9;2;41%;290;18;3;0;0;2
7900;Mandante;16;4;58%;463;12;1;0;0;10
7900;Visitante;10;3;42%;346;20;1;0;2;4
7901;Mandante;;;;;;;;;
7901;Visitante;;;;;;;;;
7904;Mandante;27;7;66%;553;13;2;0;0;13
7904;Visitante;5;1;34%;287;10;1;1;1;3
7903;Mandante;32;9;65%;503;15;0;0;2;7
7903;Visitante;9;1;35%;277;13;1;0;3;3
7907;Mandante;13;4;45%;468;15;3;0;0;2
7907;Visitante;10;3;55%;551;20;4;0;2;6
7908;Mandante;11;3;37%;246;16;2;0;1;5
7908;Visitante;14;4;63%;419;17;6;2;3;8
7909;Mandante;15;6;56%;486;29;4;0;2;5
7909;Visitante;10;5;44%;376;16;2;0;0;5
7906;Mandante;21;9;73%;525;9;0;0;1;9
7906;Visitante;5;3;27%;215;16;4;0;2;1
7911;Mandante;8;1;44%;374;8;2;0;3;5
7911;Visitante;17;7;56%;475;14;3;0;1;9
7910;Mandante;16;8;52%;382;17;7;0;1;6
7910;Visitante;10;3;48%;373;16;1;1;2;4
7912;Mandante;5;1;43%;377;26;4;0;0;3
7912;Visitante;7;2;57%;488;20;5;0;0;4
7915;Mandante;14;5;44%;420;18;1;0;4;3
7915;Visitante;9;8;56%;545;21;2;0;1;6
7916;Mandante;19;4;58%;421;11;1;0;2;14
7916;Visitante;11;6;42%;334;15;4;0;1;6
7914;Mandante;13;4;52%;414;9;3;0;4;6
7914;Visitante;17;8;48%;372;12;3;1;0;8
7913;Mandante;14;9;41%;273;15;3;0;2;7
7913;Visitante;13;4;59%;394;8;1;0;3;5
7918;Mandante;11;5;68%;499;18;3;0;2;3
7918;Visitante;4;0;32%;243;19;4;0;0;2
7917;Mandante;13;4;42%;375;15;0;0;0;1
7917;Visitante;10;1;58%;521;16;0;0;1;5
7919;Mandante;6;1;41%;295;16;3;0;1;2
7919;Visitante;14;1;59%;400;19;3;0;0;17
7921;Mandante;9;3;51%;366;16;2;0;3;6
7921;Visitante;9;3;49%;364;9;3;1;5;3
7924;Mandante;9;2;36%;261;15;2;1;2;9
7924;Visitante;19;3;64%;479;14;4;0;0;6
7922;Mandante;27;8;48%;419;11;1;0;2;11
7922;Visitante;13;6;52%;446;10;3;0;1;8
7923;Mandante;19;6;56%;468;21;1;0;1;2
7923;Visitante;10;3;44%;369;13;1;1;1;5
7920;Mandante;13;3;59%;560;16;1;1;0;6
7920;Visitante;13;4;41%;411;9;0;1;1;1
7925;Mandante;19;8;42%;368;20;3;0;3;8
7925;Visitante;11;3;58%;515;19;4;0;1;2
7928;Mandante;14;7;63%;580;11;0;0;1;5
7928;Visitante;13;2;37%;342;21;3;1;1;6
7929;Mandante;10;6;44%;382;21;5;0;1;1
7929;Visitante;10;3;56%;475;13;1;0;1;3
7926;Mandante;15;4;46%;436;21;2;1;1;2
7926;Visitante;10;4;54%;510;11;2;1;2;6
7927;Mandante;21;13;68%;608;18;0;0;0;8
7927;Visitante;8;3;32%;283;13;1;0;2;3
7933;Mandante;16;3;60%;538;21;1;0;0;3
7933;Visitante;10;3;40%;360;14;3;0;2;5
7938;Mandante;21;8;51%;391;12;2;0;4;3
7938;Visitante;5;1;49%;386;15;3;0;0;5
7931;Mandante;15;2;51%;394;12;0;0;0;3
7931;Visitante;14;2;49%;382;19;2;0;2;6
7939;Mandante;24;6;42%;349;17;1;0;1;6
7939;Visitante;13;4;58%;493;24;2;1;1;4
7936;Mandante;20;7;65%;470;11;4;0;2;18
7936;Visitante;10;4;35%;272;16;1;0;1;3
7937;Mandante;9;3;57%;505;11;0;0;1;4
7937;Visitante;8;5;43%;384;11;1;0;2;3
7935;Mandante;18;6;45%;309;21;1;0;1;7
7935;Visitante;15;6;55%;392;8;1;0;2;4
7932;Mandante;24;7;52%;378;18;2;0;1;7
7932;Visitante;9;2;48%;363;16;3;0;0;2
7930;Mandante;;;;;;;;;
7930;Visitante;;;;;;;;;
7934;Mandante;8;4;57%;417;9;2;0;4;2
7934;Visitante;11;4;43%;308;15;1;0;3;3
7940;Mandante;11;3;43%;414;14;3;1;1;4
7940;Visitante;13;5;57%;549;10;2;0;1;4
7941;Mandante;2;0;42%;382;11;3;0;3;2
7941;Visitante;11;4;58%;504;21;4;0;2;6
7942;Mandante;9;3;40%;324;15;3;0;3;2
7942;Visitante;11;5;60%;487;18;3;0;0;4
7944;Mandante;10;4;54%;444;10;0;0;4;4
7944;Visitante;18;6;46%;377;19;1;0;2;2
7943;Mandante;17;2;63%;525;12;3;0;2;9
7943;Visitante;10;4;37%;321;24;2;0;3;2
7945;Mandante;15;4;53%;496;24;2;0;2;6
7945;Visitante;10;4;47%;447;16;3;0;1;3
7952;Mandante;19;4;79%;728;16;3;0;1;3
7952;Visitante;13;3;21%;196;18;3;0;1;3
7951;Mandante;25;13;56%;515;19;0;0;3;8
7951;Visitante;8;5;44%;426;11;1;0;1;4
7950;Mandante;23;8;55%;558;13;3;0;1;12
7950;Visitante;9;3;45%;472;8;1;0;1;3
7953;Mandante;12;5;45%;420;16;0;0;1;3
7953;Visitante;15;3;55%;486;18;5;0;5;8
7954;Mandante;13;7;34%;284;15;1;0;2;11
7954;Visitante;9;3;66%;555;19;1;1;1;5
7956;Mandante;11;5;42%;421;17;3;0;1;1
7956;Visitante;14;8;58%;571;7;1;0;0;7
7955;Mandante;10;1;52%;430;20;3;0;3;3
7955;Visitante;9;1;48%;400;31;3;0;0;3
7957;Mandante;13;3;52%;474;16;1;0;4;5
7957;Visitante;12;3;48%;443;18;2;0;3;7
7958;Mandante;25;7;59%;515;28;2;0;2;9
7958;Visitante;6;1;41%;379;14;3;0;2;4
7959;Mandante;9;6;46%;371;29;2;0;1;5
7959;Visitante;13;1;54%;416;17;3;1;4;8
7960;Mandante;24;8;47%;491;16;2;0;0;7
7960;Visitante;5;2;53%;571;14;3;0;0;5
7961;Mandante;9;2;35%;286;25;4;1;3;5
7961;Visitante;18;7;65%;541;16;3;0;1;5
7962;Mandante;12;3;65%;668;11;1;0;0;6
7962;Visitante;11;5;35%;369;16;3;0;0;2
7963;Mandante;11;6;61%;475;14;2;0;2;4
7963;Visitante;13;1;39%;309;16;4;0;0;0
7965;Mandante;10;4;42%;381;16;1;0;2;3
7965;Visitante;16;3;58%;505;16;1;0;1;7
7964;Mandante;8;3;40%;379;16;2;0;1;3
7964;Visitante;11;5;60%;559;15;5;0;1;4
7966;Mandante;10;5;43%;339;13;2;0;1;1
7966;Visitante;9;3;57%;433;24;2;0;1;4
7967;Mandante;11;4;31%;237;13;0;1;0;4
7967;Visitante;15;4;69%;509;15;2;0;2;9
7968;Mandante;12;1;59%;561;9;2;0;2;4
7968;Visitante;15;6;41%;392;8;1;0;1;7
7969;Mandante;11;6;32%;290;9;1;0;0;2
7969;Visitante;12;2;68%;587;22;1;0;0;6
7970;Mandante;8;2;61%;596;17;3;0;1;1
7970;Visitante;10;2;39%;390;20;3;0;3;2
7971;Mandante;13;3;52%;438;19;5;0;2;6
7971;Visitante;9;4;48%;406;14;5;0;0;4
7972;Mandante;6;0;56%;459;23;5;0;0;5
7972;Visitante;10;3;44%;362;20;0;0;3;8
7974;Mandante;13;4;48%;379;16;4;0;3;2
7974;Visitante;13;3;52%;410;15;2;0;2;6
7973;Mandante;11;5;58%;452;19;3;1;1;4
7973;Visitante;7;1;42%;337;17;3;0;2;3
7976;Mandante;23;13;64%;591;15;2;0;0;10
7976;Visitante;9;4;36%;352;7;1;1;3;0
7975;Mandante;10;5;26%;210;9;2;0;1;7
7975;Visitante;31;9;74%;609;10;0;0;2;16
7977;Mandante;11;5;41%;354;23;5;0;1;4
7977;Visitante;16;5;59%;513;17;2;0;1;5
7979;Mandante;22;2;58%;484;18;3;0;1;13
7979;Visitante;5;4;42%;375;14;3;0;2;2
7978;Mandante;25;5;68%;634;14;2;0;4;5
7978;Visitante;8;5;32%;304;16;2;0;1;6
7980;Mandante;14;5;66%;610;21;4;0;1;7
7980;Visitante;9;2;34%;326;12;3;0;2;2
7981;Mandante;6;3;33%;306;20;1;0;3;2
7981;Visitante;11;1;67%;620;21;2;0;1;5
7982;Mandante;6;2;33%;275;26;5;0;5;3
7982;Visitante;16;4;67%;541;19;2;0;2;11
7983;Mandante;15;5;67%;637;15;3;0;0;5
7983;Visitante;7;1;33%;314;17;3;0;2;4
7984;Mandante;10;3;46%;414;23;5;0;1;6
7984;Visitante;14;4;54%;474;17;2;0;0;4
7985;Mandante;17;5;48%;369;21;5;0;4;5
7985;Visitante;8;1;52%;383;15;2;1;0;6
7986;Mandante;15;2;46%;319;17;2;1;1;10
7986;Visitante;7;4;54%;397;18;0;0;2;3
7987;Mandante;10;2;55%;516;21;2;0;1;0
7987;Visitante;11;4;45%;425;25;3;0;0;3
7988;Mandante;11;4;38%;339;21;1;0;1;6
7988;Visitante;16;7;62%;538;7;2;0;1;11
8040;Mandante;15;5;57%;605;13;2;0;3;4
8040;Visitante;5;3;43%;464;16;1;0;1;1
7989;Mandante;21;7;60%;584;14;0;0;0;5
7989;Visitante;10;3;40%;405;12;2;0;5;1
7990;Mandante;7;2;47%;471;14;3;0;2;5
7990;Visitante;7;4;53%;542;24;1;0;2;3
7991;Mandante;12;3;46%;452;19;4;0;1;2
7991;Visitante;9;4;54%;527;16;1;1;1;4
7992;Mandante;9;1;49%;429;15;2;0;1;8
7992;Visitante;11;5;51%;456;16;2;0;4;2
7993;Mandante;13;6;59%;571;22;2;0;0;3
7993;Visitante;5;2;41%;395;10;2;1;1;4
7994;Mandante;14;5;54%;442;16;3;0;2;7
7994;Visitante;7;5;46%;388;22;0;0;1;4
7996;Mandante;13;3;59%;562;14;1;0;0;5
7996;Visitante;6;2;41%;387;19;4;0;1;2
7995;Mandante;22;6;53%;429;14;6;0;5;9
7995;Visitante;10;6;47%;399;26;7;0;1;2
7997;Mandante;14;4;55%;361;16;1;1;1;4
7997;Visitante;13;5;45%;308;11;2;0;2;4
8000;Mandante;9;4;27%;231;22;2;0;4;2
8000;Visitante;5;0;73%;620;18;2;0;2;6
8001;Mandante;11;4;43%;368;14;2;1;0;2
8001;Visitante;15;3;57%;468;16;1;0;1;9
8002;Mandante;11;3;46%;446;16;1;0;1;3
8002;Visitante;11;4;54%;511;12;3;0;0;6
8003;Mandante;17;6;55%;519;23;1;0;1;6
8003;Visitante;7;3;45%;433;21;1;0;0;6
8005;Mandante;11;5;58%;503;15;2;0;1;2
8005;Visitante;18;3;42%;354;12;2;0;0;8
8004;Mandante;14;6;41%;459;8;1;0;2;5
8004;Visitante;20;9;59%;647;17;2;0;2;6
8006;Mandante;11;1;48%;372;21;3;0;1;5
8006;Visitante;8;2;52%;403;23;5;0;0;4
8007;Mandante;13;5;63%;423;17;2;0;2;9
8007;Visitante;9;3;37%;267;21;3;0;1;2
8008;Mandante;29;7;73%;680;10;1;0;1;11
8008;Visitante;5;3;27%;277;11;5;0;1;1
8009;Mandante;14;8;52%;496;18;0;0;3;5
8009;Visitante;13;4;48%;468;11;0;0;1;3
8010;Mandante;18;8;62%;517;12;1;0;3;11
8010;Visitante;4;2;38%;329;21;1;0;4;3
8011;Mandante;15;6;61%;545;18;3;0;1;12
8011;Visitante;13;3;39%;339;10;1;0;2;6
8012;Mandante;16;8;61%;425;21;2;2;0;7
8012;Visitante;7;4;39%;269;16;4;2;3;5
8013;Mandante;20;4;38%;350;23;1;1;1;5
8013;Visitante;14;4;62%;581;12;3;0;2;3
8015;Mandante;9;5;62%;528;11;2;0;1;8
8015;Visitante;9;4;38%;326;12;3;0;2;5
8014;Mandante;15;3;51%;463;21;3;0;0;3
8014;Visitante;10;4;49%;451;13;0;0;2;2
8016;Mandante;8;2;32%;293;7;1;0;2;3
8016;Visitante;14;4;68%;603;16;1;0;1;2
8017;Mandante;8;2;49%;459;16;1;0;0;3
8017;Visitante;6;2;51%;471;13;2;1;1;3
8018;Mandante;17;6;53%;486;18;1;0;1;9
8018;Visitante;10;4;47%;453;17;0;0;0;4
8019;Mandante;13;3;47%;440;14;1;0;0;4
8019;Visitante;21;2;53%;476;19;3;0;2;4
8020;Mandante;17;3;62%;509;19;1;0;3;7
8020;Visitante;11;5;38%;310;10;0;0;2;3
8021;Mandante;12;4;53%;410;27;5;0;0;6
8021;Visitante;4;1;47%;383;14;1;0;2;1
8022;Mandante;18;6;55%;459;27;4;1;0;9
8022;Visitante;13;3;45%;396;13;2;1;2;2
8023;Mandante;14;5;60%;491;18;4;0;5;5
8023;Visitante;10;2;40%;341;18;2;0;2;1
8024;Mandante;17;3;47%;445;15;1;0;1;7
8024;Visitante;13;6;53%;508;16;1;0;2;6
8025;Mandante;8;4;41%;300;11;1;0;4;4
8025;Visitante;16;4;59%;424;15;2;1;1;5
8027;Mandante;17;9;62%;517;15;0;0;1;10
8027;Visitante;6;1;38%;317;16;2;0;1;3
8026;Mandante;10;4;55%;517;13;2;2;1;5
8026;Visitante;21;8;45%;437;16;2;0;2;6
8028;Mandante;17;6;51%;474;12;1;1;1;8
8028;Visitante;18;6;49%;479;9;2;1;2;4
8029;Mandante;9;5;55%;471;15;2;1;0;1
8029;Visitante;13;7;45%;380;23;1;0;1;4
8030;Mandante;10;2;43%;349;21;4;0;3;9
8030;Visitante;5;1;57%;463;12;0;1;3;6
8031;Mandante;10;5;55%;412;18;3;0;1;5
8031;Visitante;12;6;45%;338;20;2;0;3;2
8032;Mandante;15;3;48%;352;14;2;1;0;5
8032;Visitante;9;3;52%;378;15;4;0;2;8
8033;Mandante;14;3;57%;532;11;1;1;2;6
8033;Visitante;3;2;43%;424;13;2;1;0;2
8034;Mandante;14;7;64%;556;13;1;0;5;8
8034;Visitante;12;4;36%;306;18;1;0;0;3
8035;Mandante;9;2;53%;429;16;2;1;5;5
8035;Visitante;12;4;47%;380;20;2;0;1;5
8036;Mandante;8;3;37%;342;8;1;0;2;5
8036;Visitante;11;2;63%;570;6;0;0;2;8
8037;Mandante;6;1;21%;170;10;4;1;1;0
8037;Visitante;15;4;79%;572;14;3;0;5;12
8038;Mandante;20;7;64%;567;15;1;1;3;6
8038;Visitante;9;4;36%;327;12;3;1;1;2
8039;Mandante;25;9;49%;426;18;2;0;0;5
8039;Visitante;14;6;51%;443;8;2;0;2;4
8041;Mandante;11;5;33%;277;15;3;0;1;4
8041;Visitante;25;7;67%;533;13;2;0;5;11
8043;Mandante;12;3;42%;318;9;1;0;2;3
8043;Visitante;11;1;58%;420;20;3;0;2;7
8042;Mandante;18;9;42%;308;24;4;0;2;5
8042;Visitante;13;6;58%;417;11;3;0;1;9
8044;Mandante;15;9;44%;359;16;2;0;1;6
8044;Visitante;14;8;56%;468;14;0;0;4;4
8045;Mandante;13;3;64%;590;21;2;0;0;6
8045;Visitante;9;2;36%;336;21;3;0;2;3
8046;Mandante;11;2;55%;497;14;1;0;3;6
8046;Visitante;11;3;45%;415;15;2;0;0;6
8047;Mandante;7;1;44%;321;15;4;0;0;8
8047;Visitante;21;6;56%;416;13;2;0;1;10
8048;Mandante;8;3;26%;251;10;0;0;3;5
8048;Visitante;18;4;74%;700;9;1;0;3;8
8050;Mandante;9;2;47%;451;11;3;0;1;3
8050;Visitante;16;2;53%;486;15;4;0;2;8
8052;Mandante;13;3;56%;528;20;4;0;2;1
8052;Visitante;14;4;44%;410;11;1;0;4;6
8051;Mandante;4;1;42%;401;16;2;1;3;1
8051;Visitante;19;6;58%;536;16;0;0;0;4
8053;Mandante;20;6;54%;478;20;1;0;0;9
8053;Visitante;9;4;46%;408;11;1;0;0;4
8054;Mandante;11;1;58%;511;9;2;0;4;2
8054;Visitante;12;3;42%;363;16;1;0;1;5
8055;Mandante;17;7;60%;493;14;4;0;1;5
8055;Visitante;10;4;40%;335;16;2;0;0;4
8056;Mandante;19;5;60%;411;13;3;0;9;11
8056;Visitante;10;7;40%;286;14;4;0;3;7
8057;Mandante;10;2;54%;406;16;2;0;2;7
8057;Visitante;16;5;46%;359;12;3;0;0;5
8058;Mandante;15;6;55%;416;12;1;0;1;9
8058;Visitante;12;3;45%;369;20;1;0;1;5
8059;Mandante;15;7;43%;409;16;1;0;0;5
8059;Visitante;10;1;57%;532;19;1;1;3;4
7947;Mandante;12;4;54%;461;18;2;0;4;4
7947;Visitante;18;6;46%;397;12;0;0;2;7
7946;Mandante;15;2;62%;502;18;2;1;0;8
7946;Visitante;12;4;38%;322;14;3;0;1;5
8060;Mandante;14;5;46%;388;15;0;1;1;5
8060;Visitante;8;2;54%;453;16;1;1;1;5
8061;Mandante;28;11;64%;560;10;1;0;1;9
8061;Visitante;10;5;36%;319;20;4;0;0;4
8062;Mandante;10;2;40%;377;18;1;0;1;3
8062;Visitante;12;4;60%;555;13;2;0;1;8
8063;Mandante;17;7;52%;385;20;0;0;0;7
8063;Visitante;8;5;48%;365;21;1;0;2;4
8065;Mandante;3;1;25%;234;13;2;0;0;2
8065;Visitante;19;5;75%;671;12;3;0;2;11
8064;Mandante;13;7;55%;446;18;3;0;2;4
8064;Visitante;10;3;45%;376;22;4;0;2;5
8067;Mandante;15;4;60%;516;8;5;0;1;8
8067;Visitante;7;2;40%;347;14;5;0;0;1
8068;Mandante;14;4;55%;384;16;3;1;4;2
8068;Visitante;10;4;45%;317;15;3;1;0;4
8066;Mandante;24;11;60%;488;15;2;0;2;11
8066;Visitante;5;2;40%;361;13;3;0;0;0
8069;Mandante;;;;;;;;;
8069;Visitante;;;;;;;;;
8070;Mandante;13;4;62%;558;19;2;0;0;6
8070;Visitante;6;2;38%;337;16;2;0;0;3
8071;Mandante;16;7;63%;572;14;0;0;1;8
8071;Visitante;14;1;37%;335;16;3;0;1;6
8073;Mandante;13;6;47%;454;18;4;0;0;4
8073;Visitante;10;1;53%;496;15;2;1;1;6
8072;Mandante;11;5;49%;466;18;2;0;1;6
8072;Visitante;13;3;51%;475;21;2;0;4;6
8074;Mandante;25;8;52%;431;17;3;0;1;5
8074;Visitante;15;5;48%;415;12;2;0;2;3
8075;Mandante;12;3;43%;347;19;3;0;0;5
8075;Visitante;10;5;57%;472;15;2;0;4;4
8076;Mandante;11;4;35%;298;16;4;0;0;2
8076;Visitante;19;4;65%;534;15;4;0;2;5
8077;Mandante;7;3;31%;263;9;2;1;1;1
8077;Visitante;15;4;69%;577;19;3;0;2;8
8078;Mandante;15;1;63%;579;11;3;0;2;3
8078;Visitante;13;4;37%;350;12;2;0;2;3
8079;Mandante;13;2;47%;404;18;3;1;2;7
8079;Visitante;8;5;53%;460;22;3;0;1;2
8080;Mandante;13;4;37%;344;14;2;0;3;5
8080;Visitante;8;3;63%;571;25;5;0;2;5
8082;Mandante;10;2;45%;408;20;1;0;0;2
8082;Visitante;12;2;55%;498;12;0;0;0;4
8081;Mandante;9;3;47%;424;15;2;0;2;8
8081;Visitante;13;4;53%;483;17;1;0;0;4
8083;Mandante;23;11;67%;614;14;0;0;4;8
8083;Visitante;4;3;33%;315;11;1;0;1;1
8084;Mandante;8;2;48%;401;26;2;0;0;3
8084;Visitante;12;1;52%;429;18;3;0;0;4
8085;Mandante;11;6;56%;402;17;2;0;3;4
8085;Visitante;11;4;44%;314;14;2;1;2;7
8086;Mandante;17;3;63%;528;11;3;0;0;6
8086;Visitante;11;4;37%;314;15;1;1;0;8
8087;Mandante;24;8;53%;368;17;1;0;0;7
8087;Visitante;19;5;47%;336;18;1;0;2;11
8089;Mandante;15;4;39%;304;9;4;1;2;6
8089;Visitante;10;3;61%;475;10;1;1;1;6
8088;Mandante;13;6;45%;404;19;2;0;3;6
8088;Visitante;14;4;55%;483;14;0;0;2;1
8049;Mandante;31;12;66%;562;12;1;0;1;9
8049;Visitante;7;4;34%;299;12;4;0;4;4
8090;Mandante;16;5;55%;431;13;3;0;1;6
8090;Visitante;12;9;45%;382;20;2;0;2;2
8091;Mandante;10;4;51%;479;11;3;1;1;1
8091;Visitante;16;3;49%;458;13;2;0;0;4
8092;Mandante;12;3;59%;400;18;3;0;1;7
8092;Visitante;8;1;41%;288;21;3;0;2;2
8095;Mandante;16;9;62%;545;18;3;0;2;8
8095;Visitante;13;6;38%;332;14;3;1;1;2
8093;Mandante;14;8;66%;571;11;3;0;0;9
8093;Visitante;11;3;34%;295;9;1;0;3;4
8094;Mandante;13;5;48%;438;6;3;0;1;2
8094;Visitante;14;8;52%;450;19;2;0;3;7
8096;Mandante;19;10;66%;606;16;2;0;1;5
8096;Visitante;12;3;34%;314;14;1;0;2;1
8097;Mandante;10;4;49%;402;16;5;0;1;5
8097;Visitante;13;3;51%;403;18;3;2;3;2
8102;Mandante;11;1;36%;271;10;3;2;1;2
8102;Visitante;17;6;64%;454;20;5;0;2;11
8101;Mandante;18;4;57%;442;18;5;0;1;9
8101;Visitante;6;2;43%;341;25;2;0;0;1
8100;Mandante;6;3;59%;539;17;3;0;2;4
8100;Visitante;17;4;41%;389;16;3;0;2;3
8103;Mandante;8;1;63%;534;24;4;0;1;2
8103;Visitante;11;2;37%;316;15;2;0;2;7
8104;Mandante;19;7;38%;314;14;4;0;1;10
8104;Visitante;9;6;62%;530;13;5;0;2;3
8105;Mandante;13;7;53%;524;17;1;0;1;6
8105;Visitante;8;3;47%;482;11;1;0;0;3
8106;Mandante;18;4;50%;449;13;2;0;1;8
8106;Visitante;3;1;50%;464;13;2;0;0;6
8107;Mandante;10;4;52%;464;14;2;0;0;1
8107;Visitante;14;3;48%;422;19;3;1;2;7
8109;Mandante;13;6;33%;294;14;4;0;1;2
8109;Visitante;20;4;67%;555;14;1;0;1;8
8108;Mandante;23;6;63%;533;18;2;0;3;11
8108;Visitante;12;4;37%;326;11;1;0;0;5
8110;Mandante;17;8;64%;547;12;1;0;1;9
8110;Visitante;12;4;36%;313;18;2;0;2;6
8111;Mandante;14;5;54%;408;17;0;0;1;6
8111;Visitante;7;1;46%;361;15;3;0;3;4
8112;Mandante;15;4;36%;270;22;3;0;1;5
8112;Visitante;15;6;64%;493;12;1;0;1;8
8113;Mandante;26;9;77%;699;10;1;0;2;13
8113;Visitante;3;0;23%;224;11;0;0;1;4
8115;Mandante;21;5;57%;474;15;1;0;0;6
8115;Visitante;12;4;43%;360;17;4;0;2;3
8114;Mandante;19;8;47%;275;13;5;0;2;10
